1410	1562
1252	2197
1396	1913
1879	2057
1914	1860
1293	1484
2043	1487
1481	1972
1647	1290
1270	1416
1929	1802
2217	1563
2272	1409
1749	1334
1398	1291
1371	1276
1837	1367
1279	1409
2438	1467
2206	1740
1484	1397
1972	1993
2421	2113
1328	2070
1564	2267
1889	1333
1269	1252
1366	1283
2428	1959
1259	1607
1370	1358
1446	2265
1694	1664
1582	1591
1620	1280
1958	1846
1271	1445
1453	1662
2033	2207
1591	1254
2350	1833
1296	1406
1250	1310
2193	1330
2042	2280
1797	2356
1915	1311
1271	1373
1992	1275
1905	1749
1446	1567
1782	1802
2012	1796
2115	1333
2276	1874
1533	1283
1512	1462
1486	2016
2194	1250
1327	2073
1252	1721
1262	2197
1570	1513
1728	2441
1388	1288
1724	1257
2080	1351
1322	1772
1952	1265
1924	1333
2187	1934
1251	1647
1271	1889
1423	1884
1567	1423
1457	1406
1249	1957
1917	1299
1271	1645
1774	1645
1343	1373
2266	1499
1674	1970
1415	1644
2173	2070
1251	1489
1758	1627
1349	1340
2302	2219
2275	1269
1259	2297
2163	1536
1252	2046
1309	1874
1409	1258
2267	2468
1352	1899
1303	1707
2198	1586
1280	1902
1728	1390
1601	1279
1260	1417
1417	1283
1271	2216
1255	2325
1755	1662
1279	1294
2081	1309
1251	1998
1292	1292
1259	1307
1627	2053
1551	1417
1960	1259
1423	1623
2353	2033
1736	1954
2226	2060
1548	1329
1406	2031
1686	1567
2202	1818
1253	1641
2240	1567
1352	1425
1875	1689
1905	2311
1935	1437
1282	1627
2031	1269
2421	1573
1259	1660
1437	1780
1279	1254
1850	1359
2208	1384
1565	1495
1528	1750
1855	2199
1733	1562
1913	1562
1593	1265
1601	1299
1723	1262
1454	1315
2237	2092
1255	1565
1827	1494
1251	1653
1296	1321
1321	1264
1954	1276
1280	1583
2192	1933
1591	1250
1336	1500
1666	1410
1262	1915
1340	1286
1562	1342
1574	1251
2084	1391
2199	1290
1257	2422
1276	1332
1360	1876
1274	2256
1348	1879
2055	2234
1342	1511
1866	1257
1249	1415
2031	1807
1586	1254
1828	1354
1388	2054
1288	1806
2125	1271
1337	2187
1269	1377
1607	1413
2271	1264
1487	1976
1291	1251
1874	1406
2344	1485
1572	2280
2086	1462
1748	1881
1293	1475
2032	1763
1612	1387
1965	1757
1483	1885
1805	1294
1329	1386
2345	1659
1314	1329
1484	1641
1779	1504
1409	1471
1253	1913
1926	1888
1843	1281
1426	1718
1308	2188
2070	1617
1292	1254
2324	2055
1431	2187
1337	1330
1507	1249
1656	1645
1923	1445
1567	1428
1888	1252
1317	1300
1266	1623
1683	1328
1260	1291
1630	1259
1700	1575
2076	1536
1526	1269
1960	1474
1310	2207
1255	1249
1451	2272
1564	2155
1251	1719
1646	1272
1914	1288
2404	1956
1958	2189
1308	1487
1327	2032
1417	1408
1572	1330
1731	1261
1562	1425
1711	1411
2253	1421
1926	1568
1413	2024
1897	1368
1888	1606
1802	1514
1251	1391
1493	1416
1533	2228
1874	1251
1369	1292
1264	2112
1337	1249
1606	1299
1876	1291
1959	1582
1877	1596
1461	2051
1562	1977
1332	1747
1274	1349
2236	1440
1289	1492
1496	1724
1340	1370
1953	2179
2294	2089
1519	1410
1257	2233
2016	1338
1663	1877
1622	1892
1262	2344
1351	1623
1261	2336
1329	1506
1875	1445
1894	1579
1977	1311
2209	1504
1797	1503
1292	2194
1586	1352
1304	1725
1438	1382
1965	1498
1460	1681
1524	1330
2431	1251
1813	1640
1916	1840
1584	1899
2031	1649
2411	1255
1718	1913
1601	2269
1890	1355
1728	1410
1565	1309
1475	1291
1252	1510
1453	1507
1257	1266
2087	1963
1495	1894
2343	2049
1797	1420
1311	1789
1764	1606
1484	1260
1653	2100
1347	1506
1952	1797
1249	2072
1877	1258
1429	1916
1725	1486
1332	2215
2245	2031
1650	1565
2385	1721
1289	2187
1719	2190
1486	2050
1578	1360
1254	1752
1541	1569
2201	1260
1327	1290
1436	2271
1457	1275
1607	1565
1445	1406
1327	1288
1258	1431
1529	2206
2169	1476
1369	1724
2424	2221
2034	1640
1377	1647
1410	1330
2306	2206
2062	1332
1251	1288
2109	1889
1645	1644
2035	1254
1327	2154
1855	2042
2353	1965
2216	1421
2016	1887
1669	1303
1528	1291
2114	1283
1269	2216
1291	1891
1972	1797
1466	1425
1416	1251
1396	1572
2248	1279
1757	1591
1624	1275
1492	1285
1855	1250
2344	2057
1992	1324
2471	1801
1606	1484
2132	1650
1537	1952
1573	1523
1965	1567
2192	1288
1663	1787
1493	1256
2034	1251
1272	1259
1757	2060
1450	2212
1413	1251
1253	1581
2234	1885
1514	1440
2070	1840
1407	1420
2034	1562
1255	1974
2111	1663
1919	2045
1265	2266
1723	1620
1318	1768
1499	1254
2092	1330
1991	1562
1576	1310
1274	2283
1708	1994
1569	2423
1255	1276
1563	2236
1927	1249
1254	1783
1503	1374
1266	1613
1796	1252
1415	1269
1448	2082
1531	1603
1345	2073
2460	1876
1794	1298
2038	1894
2266	1489
1754	1260
1265	1881
1387	1273
1728	1393
1408	2226
1535	1450
2241	1252
1251	2019
1627	2203
1880	1796
1955	1435
1259	1249
