0	1024
0	0
0	1
0	2
0	3585
0	11
0	15
0	16
0	3608
0	25
0	2587
0	1055
0	2085
0	42
0	50
0	1587
0	52
0	1590
0	54
0	1598
0	63
0	64
0	3145
0	78
0	83
0	3675
0	2652
0	1116
0	606
0	3166
0	108
0	2164
0	118
0	637
0	1151
0	128
0	1155
0	3205
0	3208
0	1163
0	1166
0	659
0	1173
0	3221
0	3222
0	2198
0	3227
0	155
0	670
0	3743
0	160
0	159
0	166
0	3751
0	3753
0	685
0	175
0	176
0	2740
0	2231
0	185
0	191
0	194
0	196
0	1225
0	205
0	2253
0	1746
0	1234
0	724
0	2265
0	736
0	228
0	747
0	3309
0	241
0	1778
0	1779
0	754
0	1272
0	1788
0	253
0	259
0	2820
0	2313
0	789
0	1304
0	3867
0	800
0	2337
0	1313
0	303
0	305
0	306
0	307
0	316
0	2368
0	3906
0	323
0	3909
0	2378
0	3915
0	332
0	1873
0	338
0	2906
0	353
0	354
0	1378
0	3942
0	1384
0	1896
0	2415
0	888
0	889
0	382
0	899
0	1934
0	913
0	2462
0	1950
0	415
0	932
0	3498
0	1450
0	2478
0	1455
0	2485
0	4021
0	1473
0	1986
0	454
0	455
0	3020
0	1493
0	492
0	2541
0	1009
0	2546
0	3060
1	0
1	2948
1	3844
1	5
1	1033
1	138
1	2192
1	2448
1	1171
1	1301
1	2837
1	151
1	792
1	1433
1	1305
1	3096
1	794
1	1821
1	34
1	163
1	35
1	551
1	1322
1	3372
1	1325
1	941
1	943
1	176
1	2993
1	177
1	1331
1	1715
1	2998
1	2103
1	61
1	322
1	67
1	69
1	2758
1	199
1	72
1	2634
1	1483
1	1994
1	2001
1	339
1	4052
1	213
1	2006
1	599
1	3412
1	2009
1	598
1	605
1	2525
1	2783
1	1119
1	351
1	735
1	2403
1	1509
1	3174
1	871
1	1639
1	617
1	3301
1	235
1	364
1	492
1	3054
1	1017
1	244
1	886
1	633
1	764
1	381
1	1151
2	0
2	2
2	3
2	6
2	2568
2	1034
2	11
2	14
2	3089
2	531
2	2068
2	3091
2	41
2	44
2	47
2	3636
